date,id,label,text
2018-01-25 03:10:01,956363499617300480,nike,"Estilo para el día y la noche. 

La colección #AirJordan I Retro 'Season Of Her' disponible mañana a las 2:00 A.M.… nrDURUvrnl"
2018-01-25 01:23:55,956336797675499520,nike,El nuevo Nike VaporMax Plus llega con su innovadora suela de aire para pasos ligeros que dan la sensación de desafi… m89boAPzeo
2018-01-24 21:07:12,956272193767378944,nike,"@gonzocesar23 Hola César, se está definiendo si llegan o no a México. Por favor, contáctanos a inicios de febrero,… 3We1g22LIS"
2018-01-24 04:36:01,956022754624622592,nike,"El original de los 90´s regresa más rebelde que nunca.
Para ti, que rompes las reglas y dominas la calles, conoce e… vSH77mTyNP"
2018-01-24 00:46:56,955965104763240448,nike,"Presentamos: Nike Epic React.

Más suave, elástico, ligero y duradero.

Conoce más aquí: ePfIlj5jwd… kl5Jk3MqwV"
2018-01-23 22:11:53,955926082745663489,nike,RT @GlamourMex: .@nikemexico ¡te lleva a París! Así puedes ganar esta increíble experiencia de moda: OswQ4wDFga n…
2018-01-22 02:05:24,955260073961578497,nike,"Haz una declaración de estilo con el nuevo Air Force 1 Hi.
Su corte bicolor dominará tu pasos.

Consigue tu par:… 8YMZ9yjMIZ"
2018-01-21 22:24:55,955204588528947202,nike,"RT @ClubAmerica: Hasta que ganemos todos.
#Igualdad yYIhqLWiPF"
2018-01-21 18:43:15,955148803971133440,nike,"RT @PumasMX: Hasta que ganemos todos.
#Igualdad @nikefootball yDM5eoLHuv"
2018-01-21 17:12:08,955125873476358146,nike,RT @PumasMX: #Igualdad #Equality #NIKEFOOTBALL VJ0hwxiiXT
2018-01-20 04:20:30,954569297916968960,nike,"Máximo rendimiento.

Los #AirJordan XIII 'Olive' disponibles mañana a las 2:00 A.M. aquí: aTsiGZJYVi jHhqrTJMSh"
2018-01-20 02:18:09,954538509804728321,nike,"Innovador, único y ahora con toques de auroras boreales, el nuevo Air Foamposite One “Aurora Green” llega a las 2:0… tYlQG3dkE4"
2018-01-18 02:35:10,953818013102411776,nike,"Por siempre en nuestros ❤️💛💚 

Recordamos y celebramos la vida de nuestro amigo Lewis Marnell con un Dunk conmemora… 4ryXWN0JPc"
2018-01-17 06:10:52,953509909898899456,nike,"Una colaboración única está por llegar. Dos gigantes se unieron para crear el nuevo Air Jordan 4 x Levi´s. 
Espéral… tEv6loTOx6"
2018-01-17 01:01:13,953431983245295616,nike,El Nike Motion Adapt Bra te ofrece un gran ajuste cuando lo necesitas y una comodidad increíble cuando no te estás… 3HkaO2Fw2s
2018-01-16 19:07:50,953343050998321154,nike,La leyenda de las duelas está de vuelta con un logo que reta a su pasado y presente mientras su composición en el c… roJi9eK0eS
2018-01-15 04:45:37,952763679271014400,nike,RT @Diego_Reyes13: Todos somos únicos e irrepetibles. Hasta que ganemos todos #IGUALDAD bCdAg2RWuX
2018-01-15 03:54:54,952750915563540480,nike,"RT @ClubAmerica: Hasta que ganemos todos.
#Igualdad #Equality

#MásAlláDelBalón💛💙
(cc @nikemexico) UnwV5AvPoy"
2018-01-15 03:43:57,952748161734512642,nike,"Originario de las pistas comenzó a romper las calles con estilo a partir de 1972.
Un clásico que brinda ligereza, i… tv5iAsPtlG"
2018-01-15 03:07:15,952738926598475776,nike,RT @yosoy8a: odXdLVM5Y7
2018-01-14 17:59:45,952601142839652352,nike,"Pasión que honra tu espíritu universitario. 

Adquiere ahora el nuevo jersey de @PumasMX 2018 en la Nike Pumas Fan… iqKfoAzvhu"
2018-01-13 21:27:24,952291010775744518,nike,"Volando en lo más alto. 

Los #AirJordan I 'City of Flight' disponibles ahora: 28yYwnLrmu rhwGcVqupE"
2018-01-12 16:13:22,951849592496238593,nike,"Domina el juego con tu grandeza.

Haz tuyo el nuevo jersey de @ClubAmerica 2018 en la Nike Store Estadio Azteca y e… PexVmEzp7v"
2018-01-12 03:13:22,951653301157801985,nike,"Equipado como nunca antes.

El Nuevo Air Force 1 Special Field regresa con un tratamiento durazno en el corte para… jvJCRrgVdV"
2018-01-11 23:11:46,951592500099088384,nike,RT @pablitobarrera: @nikemexico //  #LaHistoriaSeHonra //  #SoyDePumas b6kkXlH8YQ
2018-01-11 15:41:26,951479170210545665,nike,"RT @CarlosCB_24: Siempre con mi buen amigo. ⚽️
@nikefootball UPv7EapC35"
2018-01-10 15:02:44,951107043779227648,nike,"La garra define tu historia. 

Presentamos el nuevo kit de @PumasMX 2018.

#LaHistoriaSeHonra #SoyDePumas r50eC9gn6a"
2018-01-09 00:08:53,950519708662583297,nike,"@pablo___murillo La podrás conseguir el 12 de enero en la Nike Store Estadio Azteca y @TiendaAmericaMX, y el 18 de… QmSpIxuRO0"
2018-01-08 21:19:12,950477008642936832,nike,"@EduardoAutismo Hola Eduardo, éste es el tercer kit. El uniforme de visitante (segundo) es el blanco que se present… ul4WtKKeAB"
2018-01-08 15:03:16,950382399891869697,nike,"Tu grandeza inspira más grandeza.

Presentamos el nuevo kit de @ClubAmerica 2018. 

#LosColoresNoSeOlvidan 76g2tGEmKi"
2018-01-02 22:56:02,948327051722883072,nike,"Este 2017 revolucionamos el estilo. 
Repitamos la historia este 2018 5uX2uR0X2J"
